image,row,col,x_px,y_px
left14.jpg,1,7,416.659271,337.171814
left14.jpg,1,8,420.404602,370.782593
left14.jpg,2,0,342.650482,63.997738
left14.jpg,2,1,349.343597,107.347145
left14.jpg,2,2,355.573303,150.709198
left14.jpg,2,3,361.666473,193.321564
left14.jpg,2,4,367.552277,234.684738
left14.jpg,2,5,373.127899,274.636261
left14.jpg,2,6,378.397095,312.848938
left14.jpg,2,7,383.430328,349.319611
left14.jpg,2,8,387.973480,383.472015
left14.jpg,3,0,301.829102,68.502197
left14.jpg,3,1,308.606476,113.385338
left14.jpg,3,2,315.773407,158.226822
left14.jpg,3,3,322.432159,202.060471
left14.jpg,3,4,329.213806,244.605743
left14.jpg,3,5,335.691406,285.509918
left14.jpg,3,6,342.062408,324.717590
left14.jpg,3,7,347.934723,361.747101
left14.jpg,3,8,353.819336,396.506470
left14.jpg,4,0,258.325104,74.176323
left14.jpg,4,1,265.647949,120.341888
left14.jpg,4,2,273.183197,166.459778
left14.jpg,4,3,280.653137,211.471909
left14.jpg,4,4,288.353180,255.047195
left14.jpg,4,5,295.910217,296.880524
left14.jpg,4,6,303.451172,337.009857
left14.jpg,4,7,310.638641,374.660583
left14.jpg,4,8,317.493103,409.631775
left14.jpg,5,0,212.636841,80.598686
left14.jpg,5,1,220.407639,128.113586
left14.jpg,5,2,228.466370,175.198792
left14.jpg,5,3,236.969788,221.385529
left14.jpg,5,4,245.638855,266.101807
left14.jpg,5,5,254.309601,308.693420
left14.jpg,5,6,263.066895,349.228088
left14.jpg,5,7,271.656067,387.444885
left14.jpg,5,8,279.942932,422.729004
